coin,short_venue,long_venue,long_leg_n,hours,days,pos_frac,median_spread_apr,mean_spread_apr,p25_spread_apr,slope_apr_pts_day,short_leg_median_apr,long_leg_median_apr,rt_stress_pct,net_apr_30d_pct,net_apr_14d_pct,breakeven_days,short_venue_reachable,long_venue_reachable
KAITO,binance,ApeX,164,1437,59.9,0.708,5.3,2.2,0.0,-0.5,10.9,5.7,0.4,0.4,-5.1,27.6,untested,blocked
HYPE,dydx,Kraken,1000,178,7.4,0.556,5.2,3.7,-19.5,-2.915,0.0,-1.7,0.4,0.3,-5.3,28.2,untested,reachable
NKE,bitget,Bitunix,180,209,8.7,0.77,5.2,4.4,1.1,1.507,0.0,-5.2,0.42,0.1,-5.8,29.7,untested,blocked
TSLA,Variational,bybit,270,169,7.0,0.568,5.1,5.5,0.0,-3.81,6.1,0.0,0.41,0.1,-5.6,29.6,blocked,untested
UNITREE,aster,tradeXYZ,119,633,26.4,0.676,5.1,-23.5,-5.5,-1.958,5.5,0.1,0.38,0.5,-4.8,27.2,untested,blocked
EVAA,binance,HTX,360,985,41.0,0.533,5.1,18.4,0.0,-0.746,10.9,10.9,0.4,0.2,-5.4,28.8,untested,reachable
KSTR,bybit,Bitunix,150,801,33.4,0.81,5.1,15.2,1.1,0.624,0.0,-3.9,0.41,0.1,-5.6,29.3,untested,blocked
LINEA,binance,CoinEx,183,1433,59.7,0.673,5.1,-5.0,-10.4,0.061,10.9,5.8,0.4,0.3,-5.3,28.4,untested,blocked
XAG,Crypto.com,binance,539,1421,59.2,0.767,5.0,6.7,1.3,-0.013,5.0,0.0,0.4,0.1,-5.4,29.2,reachable,untested
XAU,Crypto.com,binance,539,1421,59.2,0.837,5.0,9.8,5.0,-0.064,5.0,0.0,0.4,0.1,-5.4,29.2,reachable,untested
ENA,dydx,LBank,1000,175,7.3,0.686,5.0,9.6,-2.4,-0.472,8.3,9.9,0.4,0.2,-5.4,29.0,untested,blocked
SHAZ,bitget,edgeX,125,977,40.7,0.553,5.0,15.8,-40.7,0.121,0.0,-3.9,0.42,-0.1,-5.9,30.6,untested,blocked
ZHIPU,aster,edgeX,214,1417,59.0,0.571,5.0,12.0,-9.4,0.398,0.0,-1.5,0.38,0.4,-4.9,27.7,untested,blocked
DOT,bitget,LBank,270,169,7.0,0.763,5.0,7.9,1.9,0.572,10.9,3.2,0.42,-0.1,-5.9,30.4,untested,blocked
HYPE,Extended,bybit,270,1417,59.0,0.914,4.9,5.4,0.4,-0.157,11.4,5.8,0.41,-0.1,-5.8,30.6,blocked,untested
ENA,dydx,MEXC,1000,175,7.3,0.686,4.9,9.6,-2.2,-0.46,8.3,9.9,0.4,0.1,-5.5,29.6,untested,blocked
EWY,bitget,Bitunix,270,1417,59.0,0.853,4.9,2.9,1.8,0.251,0.0,-3.6,0.42,-0.2,-6.1,31.4,untested,blocked
DOGE,Crypto.com,bybit,270,1417,59.0,0.815,4.8,4.0,1.6,0.019,12.6,5.1,0.41,-0.2,-5.9,31.5,reachable,untested
LINK,aster,LBank,270,169,7.0,0.669,4.7,5.1,0.0,1.261,10.9,6.2,0.38,0.1,-5.2,29.5,untested,blocked
RKLB,okx,KuCoin,135,1433,59.7,0.531,4.7,2.5,-10.9,0.38,0.0,10.9,0.4,-0.1,-5.7,30.7,untested,reachable
APT,okx,Coinbase,82,1433,59.7,0.627,4.7,-2.3,-7.4,-0.026,10.0,5.3,0.4,-0.1,-5.7,30.8,untested,blocked
ETH,hl,LBank,2156,171,7.1,0.819,4.6,4.5,2.3,0.95,10.9,4.7,0.39,-0.1,-5.5,30.7,untested,blocked
DATA,bitget,MEXC,360,1437,59.9,0.518,4.6,29.8,0.0,-0.972,10.9,-10.7,0.42,-0.5,-6.4,33.3,untested,blocked
GRT,bitget,MEXC,164,1433,59.7,0.676,4.6,8.9,0.0,-0.181,10.9,4.2,0.42,-0.5,-6.4,33.3,untested,blocked
GALA,bybit,LBank,144,801,33.4,0.649,4.6,2.7,0.0,-0.227,10.9,6.4,0.41,-0.4,-6.1,32.5,untested,blocked
CRCL,okx,KuCoin,113,1433,59.7,0.581,4.4,-0.1,-10.9,-0.012,0.0,10.9,0.4,-0.5,-6.0,33.3,untested,reachable
SKHY,okx,Coinbase,137,1161,48.4,0.569,4.4,-0.0,-14.9,-0.187,0.0,-3.5,0.4,-0.5,-6.0,33.3,untested,blocked
GALA,bitget,MEXC,145,1433,59.7,0.676,4.4,4.8,0.0,-0.105,10.9,6.6,0.42,-0.7,-6.6,35.0,untested,blocked
SNDK,Bitunix,aster,54,169,7.0,0.568,4.3,7.7,-2.3,0.943,4.3,0.0,0.38,-0.4,-5.7,32.6,blocked,untested
XPT,okx,HTX,128,1433,59.7,0.531,4.3,6.5,0.0,0.075,7.2,0.0,0.4,-0.6,-6.1,34.0,untested,reachable
DOT,bitget,Orderly,270,1417,59.0,0.768,4.3,3.4,0.6,-0.078,10.9,6.7,0.42,-0.8,-6.7,35.9,untested,reachable
ETH,hl,Variational,2156,171,7.1,0.865,4.2,4.0,0.9,0.76,10.9,6.7,0.39,-0.5,-5.9,33.7,untested,blocked
KSTR,bybit,BingX,150,689,28.7,0.524,4.2,1.5,-10.9,-1.706,0.0,5.5,0.41,-0.8,-6.5,35.8,untested,reachable
TSLA,Extended,bybit,270,169,7.0,0.544,4.1,7.5,0.0,-2.512,5.3,0.0,0.41,-0.9,-6.6,36.8,blocked,untested
JUP,bitget,Variational,540,173,7.2,0.948,4.1,10.5,0.0,0.489,10.9,6.8,0.42,-1.0,-6.8,37.2,untested,blocked
DASH,bitget,Orderly,270,697,29.0,0.977,4.1,5.4,2.2,0.08,10.9,6.8,0.42,-1.0,-6.8,37.3,untested,reachable
PENG,binance,Bitunix,129,753,31.4,0.936,4.1,5.3,1.6,0.088,0.0,-4.1,0.4,-0.8,-6.3,35.7,untested,blocked
PYPL,bybit,edgeX,102,809,33.7,0.511,4.1,3.8,-48.4,-0.076,0.0,-4.1,0.41,-0.9,-6.6,36.5,untested,blocked
EBAY,binance,Bitunix,185,1433,59.7,0.865,4.0,4.2,1.5,0.033,0.0,-4.0,0.4,-0.9,-6.5,36.9,untested,blocked
BTC,hl,Nado,2156,1426,59.4,0.703,3.9,2.1,-0.0,0.004,10.9,6.6,0.39,-0.8,-6.3,36.4,untested,reachable
HOME,bitget,MEXC,341,1437,59.9,0.535,3.9,2.3,-15.1,-0.342,-109.5,-78.4,0.42,-1.2,-7.0,38.9,untested,blocked
AERO,bitget,Lighter,540,1421,59.2,0.759,3.9,2.4,0.4,-0.043,10.9,6.1,0.42,-1.2,-7.0,38.9,untested,blocked
DOT,bitget,Lighter,270,1417,59.0,0.829,3.9,0.9,0.4,0.102,10.9,7.0,0.42,-1.2,-7.0,38.9,untested,blocked
KPEPE,hl,Pacifica,617,617,25.7,0.536,3.9,13.7,0.0,-0.28,10.9,10.9,0.39,-0.8,-6.2,36.0,untested,blocked
APT,bybit,Orderly,270,1417,59.0,0.639,3.9,1.8,-3.5,-0.01,7.0,7.1,0.41,-1.1,-6.8,38.5,untested,reachable
JASMY,binance,Extended,150,1001,41.7,0.577,3.9,21.4,-0.4,-1.926,10.9,7.0,0.4,-0.9,-6.5,37.0,untested,blocked
ETH,hl,Crypto.com,2156,1426,59.4,0.774,3.8,3.7,0.7,-0.062,10.9,7.1,0.39,-0.9,-6.4,37.4,untested,reachable
ETH,hl,KuCoin,2156,1419,59.1,0.784,3.8,2.6,0.7,0.007,10.9,7.1,0.39,-0.9,-6.3,37.1,untested,reachable
AERO,hl,LBank,798,189,7.9,0.556,3.8,10.2,0.0,3.752,10.9,8.7,0.39,-1.0,-6.4,37.8,untested,blocked
SKHY,okx,Bitunix,137,1217,50.7,0.803,3.8,3.4,0.8,0.119,0.0,-2.7,0.4,-1.1,-6.6,38.6,untested,blocked
CC,okx,Bitunix,212,1437,59.9,0.693,3.8,3.3,0.0,-0.114,10.9,7.1,0.4,-1.0,-6.6,38.2,untested,blocked
MRVL,binance,Bitunix,275,1417,59.0,0.716,3.8,1.5,-0.3,0.13,0.0,-3.8,0.4,-1.1,-6.6,38.6,untested,blocked
XPD,bitget,Lighter,297,1437,59.9,0.525,3.7,18.0,-3.5,-0.023,19.5,3.5,0.42,-1.4,-7.2,41.2,untested,blocked
BX,bybit,Bitunix,141,1121,46.7,0.907,3.7,19.0,1.1,-0.423,0.0,-3.7,0.41,-1.2,-6.9,40.0,untested,blocked
LINK,dydx,Lighter,1000,178,7.4,0.562,3.6,8.9,-6.4,3.124,3.6,5.3,0.4,-1.3,-6.9,41.0,untested,blocked
ZHONGJI,bitget,Bitunix,57,449,18.7,0.715,3.6,-14.4,-18.2,1.746,0.0,-3.6,0.42,-1.5,-7.4,42.8,untested,blocked
XAU,Extended,binance,539,1421,59.2,0.803,3.5,1.6,2.4,-0.055,3.5,0.0,0.4,-1.4,-6.9,41.7,blocked,untested
DOGE,WhiteBIT,bybit,270,1417,59.0,0.622,3.5,4.5,0.0,-0.051,10.9,5.1,0.41,-1.5,-7.2,42.9,reachable,untested
ETH,hl,MEXC,2156,1419,59.1,0.787,3.5,2.5,1.5,-0.043,10.9,7.4,0.39,-1.2,-6.7,40.6,untested,blocked
CRV,binance,Kraken,270,1417,59.0,0.593,3.5,2.2,-6.7,-0.377,8.6,7.4,0.4,-1.3,-6.9,41.3,untested,reachable
EWT,aster,Bitunix,180,1433,59.7,0.932,3.4,2.5,0.7,0.189,0.0,-3.1,0.38,-1.2,-6.5,40.3,untested,blocked
CRO,bybit,CoinEx,144,1433,59.7,0.52,3.3,-7.9,-21.2,0.411,10.9,0.0,0.41,-1.7,-7.4,45.9,untested,blocked
LA,binance,BingX,539,1421,59.2,0.549,3.3,-4.3,-1.3,-0.426,9.6,3.9,0.4,-1.6,-7.1,44.4,untested,reachable
2Z,binance,BingX,157,1437,59.9,0.677,3.3,2.5,0.0,0.122,10.9,7.7,0.4,-1.6,-7.1,44.4,untested,reachable
BCH,hl,Pacifica,589,1440,60.0,0.661,3.2,-0.7,0.0,0.248,10.9,7.7,0.39,-1.5,-6.9,44.2,untested,blocked
QNTX,binance,Bitunix,180,1433,59.7,0.804,3.2,5.6,0.7,-0.134,0.0,-2.7,0.4,-1.7,-7.3,46.1,untested,blocked
XAU,Bitunix,bybit,540,1421,59.2,0.825,3.1,2.1,0.9,0.056,3.1,0.0,0.41,-1.9,-7.6,48.0,blocked,untested
DOGE,hl,LBank,2156,171,7.1,0.608,3.1,2.9,0.0,0.957,10.9,6.9,0.39,-1.7,-7.1,46.0,untested,blocked
DATA,bybit,Extended,329,201,8.4,0.542,3.1,28.9,-0.4,4.269,10.9,7.9,0.41,-1.9,-7.6,48.8,untested,blocked
BNC,binance,Bitunix,165,1209,50.4,0.682,3.1,3.1,-6.2,0.007,0.0,-3.1,0.4,-1.8,-7.3,47.2,untested,blocked
INJ,aster,KuCoin,270,1417,59.0,0.542,3.0,3.3,0.0,-0.313,10.9,3.1,0.38,-1.7,-7.0,46.9,untested,reachable
BTC,ApeX,dydx,1000,178,7.4,0.652,2.9,2.6,-1.4,-0.182,1.8,0.0,0.4,-2.0,-7.5,50.7,blocked,untested
NAVER,bitget,Bitunix,57,449,18.7,0.911,2.9,5.6,0.4,0.521,0.0,-2.9,0.42,-2.2,-8.1,53.4,untested,blocked
CBRS,bitget,Bitunix,270,1417,59.0,0.898,2.9,8.1,2.7,0.157,0.0,-2.7,0.42,-2.2,-8.1,53.3,untested,blocked
CRV,binance,Orderly,270,1417,59.0,0.661,2.8,1.0,-2.7,-0.085,8.6,8.1,0.4,-2.1,-7.6,52.1,untested,reachable
APT,bybit,CoinEx,270,1417,59.0,0.599,2.8,1.5,-4.6,-0.009,7.0,8.1,0.41,-2.2,-7.9,53.0,untested,blocked
URNM,okx,Bitunix,180,1433,59.7,0.832,2.7,2.9,0.7,0.016,0.0,-2.6,0.4,-2.2,-7.8,54.6,untested,blocked
NBIS,binance,edgeX,270,169,7.0,0.521,2.7,1.0,-50.9,-3.402,0.0,-2.7,0.4,-2.2,-7.8,54.8,untested,blocked
BTC,hl,MEXC,2156,1419,59.1,0.65,2.6,0.6,-0.7,-0.033,10.9,8.3,0.39,-2.1,-7.5,54.2,untested,blocked
ADA,aster,WhiteBIT,270,1417,59.0,0.565,2.6,1.1,-1.8,0.064,10.9,5.0,0.38,-2.0,-7.3,52.5,untested,reachable
EUR,dydx,Kraken,1317,1440,60.0,0.526,2.6,-29.5,-119.4,-3.143,10.9,-8.3,0.4,-2.2,-7.8,55.5,untested,reachable
GRT,bitget,LBank,164,801,33.4,0.589,2.5,6.8,0.0,-0.523,10.9,8.5,0.42,-2.6,-8.5,62.2,untested,blocked
ENA,BingX,dydx,1000,175,7.3,0.583,2.4,-3.4,-7.9,1.899,10.9,8.3,0.4,-2.5,-8.0,60.6,reachable,untested
ATOM,aster,BingX,270,1417,59.0,0.672,2.4,3.2,0.0,-0.267,10.9,8.5,0.38,-2.2,-7.5,57.6,untested,reachable
SAMSUNG,bybit,MEXC,269,761,31.7,0.515,2.3,32.7,0.0,1.228,0.0,0.0,0.41,-2.7,-8.4,65.6,untested,blocked
EWY,okx,Crypto.com,128,1433,59.7,0.524,2.3,-4.5,-10.9,0.147,0.0,5.0,0.4,-2.5,-8.1,62.2,untested,reachable
WDC,okx,Bitunix,160,1433,59.7,0.922,2.2,3.9,0.5,-0.017,0.0,-1.3,0.4,-2.7,-8.2,66.3,untested,blocked
XLE,bybit,Bitunix,147,1169,48.7,0.918,2.2,0.9,1.4,0.207,0.0,-2.2,0.41,-2.8,-8.5,69.0,untested,blocked
HANMI,bybit,Bitunix,57,449,18.7,0.911,2.2,4.5,0.4,-0.419,0.0,-2.2,0.41,-2.8,-8.5,69.0,untested,blocked
XAG,Nado,binance,539,1421,59.2,0.628,2.1,-0.8,-4.9,-0.074,2.1,0.0,0.4,-2.7,-8.3,68.7,reachable,untested
UNITREE,aster,Lighter,119,633,26.4,0.583,2.0,-40.4,-3.5,-2.664,5.5,3.5,0.38,-2.7,-7.9,70.4,untested,blocked
BTC,hl,Variational,2156,171,7.1,0.936,1.9,1.7,0.0,-0.003,10.9,9.0,0.39,-2.8,-8.3,74.8,untested,blocked
AAVE,hl,Pacifica,2156,1426,59.4,0.619,1.9,3.3,0.0,0.101,10.9,9.0,0.39,-2.8,-8.3,74.9,untested,blocked
NBIS,bybit,Bitunix,270,1417,59.0,0.673,1.9,0.5,-1.3,0.188,0.0,-1.3,0.41,-3.1,-8.8,79.0,untested,blocked
BEAT,aster,Bitunix,2160,1423,59.3,0.517,1.9,13.4,0.0,-0.057,10.9,10.9,0.38,-2.7,-8.0,72.8,untested,blocked
BCH,hl,BingX,589,1433,59.7,0.669,1.9,-1.0,0.0,0.166,10.9,9.1,0.39,-2.9,-8.3,76.5,untested,reachable
GALA,bybit,Bitunix,144,1433,59.7,0.564,1.9,-7.4,-1.6,0.431,10.9,9.0,0.41,-3.1,-8.8,77.8,untested,blocked
DOT,bitget,Variational,270,169,7.0,0.953,1.8,5.4,0.0,0.186,10.9,8.4,0.42,-3.3,-9.1,84.1,untested,blocked
EIGEN,binance,Orderly,152,1437,59.9,0.771,1.7,0.1,1.1,0.05,10.9,9.2,0.4,-3.1,-8.7,83.5,untested,reachable
CASHCAT,hl,Lighter,1097,632,26.3,0.661,1.7,132.9,-31.1,2.194,71.8,37.7,0.39,-3.1,-8.5,86.1,untested,blocked
BZ,bybit,edgeX,270,1417,59.0,0.687,1.6,14.1,-0.7,0.011,0.0,-1.6,0.41,-3.4,-9.1,95.0,untested,blocked
LTC,Pacifica,bybit,270,1417,59.0,0.605,1.5,2.6,-2.8,-0.106,3.5,4.8,0.41,-3.5,-9.2,97.8,blocked,untested
ENA,Pacifica,dydx,1000,178,7.4,0.545,1.5,-4.5,-8.5,2.136,10.9,8.6,0.4,-3.3,-8.9,95.2,blocked,untested
DOGE,bitget,MEXC,270,1417,59.0,0.678,1.5,0.4,-0.1,0.003,10.9,9.4,0.42,-3.6,-9.4,100.0,untested,blocked
0G,binance,LBank,540,785,32.7,0.613,1.5,-1.3,0.0,0.148,10.9,9.5,0.4,-3.4,-9.0,100.1,untested,blocked
NVDA,binance,Bitunix,279,1417,59.0,0.893,1.5,1.6,1.5,0.062,0.0,-1.5,0.4,-3.4,-9.0,99.3,untested,blocked
BX,bybit,BingX,141,777,32.4,0.506,1.4,-1.6,-10.9,1.523,0.0,1.9,0.41,-3.6,-9.3,107.3,untested,reachable
LLY,binance,Bitunix,186,1433,59.7,0.97,1.4,2.5,0.4,-0.018,0.0,-1.4,0.4,-3.4,-9.0,102.2,untested,blocked
BTC,hl,LBank,2156,171,7.1,0.52,1.3,1.5,0.0,-0.167,10.9,9.4,0.39,-3.5,-8.9,112.6,untested,blocked
ETH,hl,Bitunix,2156,1419,59.1,0.686,1.3,1.0,0.0,-0.048,10.9,9.7,0.39,-3.4,-8.9,109.6,untested,blocked
ETH,hl,Bitunix,2156,1419,59.1,0.686,1.3,1.0,0.0,-0.048,10.9,9.7,0.39,-3.4,-8.9,109.6,untested,blocked
ETH,hl,Bitunix,2156,1419,59.1,0.686,1.3,1.0,0.0,-0.048,10.9,9.7,0.39,-3.4,-8.9,109.6,untested,blocked
AAVE,hl,LBank,2156,171,7.1,0.649,1.3,2.3,0.0,1.106,10.9,8.0,0.39,-3.4,-8.9,108.3,untested,blocked
BTC,binance,Bitfinex,270,169,7.0,0.568,1.2,1.1,-4.7,-1.671,9.3,9.8,0.4,-3.7,-9.2,122.4,untested,untested
LINK,dydx,Backpack,1000,178,7.4,0.556,1.2,5.4,-7.6,0.633,3.6,9.1,0.4,-3.7,-9.2,123.0,untested,reachable
LDO,bitget,LBank,270,169,7.0,0.568,1.2,1.1,0.0,-1.126,10.9,7.9,0.42,-3.9,-9.7,126.4,untested,blocked
CBRS,binance,LBank,270,785,32.7,0.622,1.2,2.2,0.0,-0.008,0.0,-1.2,0.4,-3.7,-9.3,125.7,untested,blocked
XPT,okx,Lighter,128,1433,59.7,0.513,1.1,4.5,-3.5,-0.078,7.2,3.5,0.4,-3.8,-9.3,131.0,untested,blocked
CASHCAT,aster,KuCoin,1321,171,7.1,0.503,1.1,40.1,-37.7,16.117,45.6,10.9,0.38,-3.5,-8.8,126.7,untested,reachable
CBRS,binance,MEXC,270,761,31.7,0.662,1.1,2.3,0.0,-0.026,0.0,-1.1,0.4,-3.8,-9.3,133.3,untested,blocked
BEAT,BingX,okx,552,1421,59.2,0.54,1.0,12.0,0.0,-0.256,10.9,10.9,0.4,-3.8,-9.4,143.6,reachable,untested
HANMI,bitget,edgeX,57,449,18.7,0.51,1.0,-4.9,-57.1,0.133,0.0,10.3,0.42,-4.1,-10.0,155.6,untested,blocked
ENA,Extended,dydx,1000,178,7.4,0.522,0.9,-5.2,-10.8,2.085,11.4,8.6,0.4,-4.0,-9.6,166.7,blocked,untested
DASH,bybit,MEXC,270,1417,59.0,0.622,0.9,2.3,0.0,-0.048,10.9,10.1,0.41,-4.1,-9.8,170.8,untested,blocked
DOT,bybit,Kraken,270,1417,59.0,0.538,0.9,-0.8,-10.1,-0.021,8.0,10.1,0.41,-4.1,-9.8,168.6,untested,reachable
CBRS,binance,Extended,270,601,25.0,0.732,0.9,1.4,0.0,-0.23,0.0,-0.9,0.4,-4.0,-9.6,166.7,untested,blocked
MEGA,binance,Orderly,145,1437,59.9,0.928,0.9,0.4,0.8,0.025,10.9,10.1,0.4,-4.0,-9.6,169.6,untested,reachable
BTC,hl,Crypto.com,2156,1426,59.4,0.642,0.8,0.4,-3.3,0.047,10.9,10.1,0.39,-3.9,-9.4,174.2,untested,reachable
JST,bitget,Bitunix,360,1437,59.9,0.526,0.8,2.4,-9.1,-0.228,-11.8,-12.9,0.42,-4.3,-10.2,198.3,untested,blocked
XAU,edgeX,binance,539,1421,59.2,0.898,0.7,0.3,0.5,-0.014,0.7,0.0,0.4,-4.1,-9.7,196.1,blocked,untested
0G,bybit,MEXC,540,1421,59.2,0.662,0.7,4.3,0.0,-0.125,10.9,10.3,0.41,-4.3,-10.0,227.8,untested,blocked
MSFT,binance,Bitunix,275,1417,59.0,0.667,0.7,-1.5,-0.7,0.042,0.0,-0.7,0.4,-4.2,-9.7,203.9,untested,blocked
DOS,aster,MEXC,509,507,21.1,0.507,0.7,31.0,0.0,-5.522,-1.3,-18.8,0.38,-4.0,-9.3,211.1,untested,blocked
FARTCOIN,Orderly,binance,141,1437,59.9,0.777,0.6,2.5,0.6,0.151,11.6,10.9,0.4,-4.2,-9.8,232.3,reachable,untested
SNDK,binance,Extended,270,169,7.0,0.509,0.6,4.7,-3.5,-3.024,1.6,3.5,0.4,-4.3,-9.8,240.2,untested,blocked
MSTR,binance,Bitunix,270,1417,59.0,0.814,0.6,2.6,0.6,0.054,0.0,-0.6,0.4,-4.3,-9.9,256.4,untested,blocked
XPD,edgeX,binance,297,1437,59.9,0.588,0.5,17.9,-0.9,1.013,1.7,0.0,0.4,-4.3,-9.9,269.9,blocked,untested
LIT,hl,Pacifica,1000,267,11.1,0.506,0.5,12.5,0.0,-4.028,10.9,10.9,0.39,-4.2,-9.6,262.1,untested,blocked
CRCL,aster,Bitunix,270,1417,59.0,0.543,0.5,0.1,-7.5,-0.031,0.0,7.5,0.38,-4.1,-9.4,263.3,untested,blocked
DASH,bybit,LBank,270,785,32.7,0.725,0.5,0.6,0.0,-0.029,10.9,10.4,0.41,-4.5,-10.2,279.5,untested,blocked
FARTCOIN,Extended,binance,141,1437,59.9,0.978,0.4,1.1,0.4,0.064,11.4,10.9,0.4,-4.4,-10.0,333.3,blocked,untested
BTC,hl,Lighter,2156,1426,59.4,0.686,0.4,-1.2,-2.9,-0.071,10.9,10.5,0.39,-4.3,-9.7,325.0,untested,blocked
HYPE,binance,Lighter,539,1421,59.2,0.658,0.4,-2.0,-4.5,0.126,10.9,10.5,0.4,-4.4,-10.0,333.3,untested,blocked
ETH,hl,Lighter,2156,1426,59.4,0.719,0.4,-1.2,-1.1,-0.006,10.9,10.5,0.39,-4.3,-9.7,325.0,untested,blocked
LIT,hl,Lighter,1000,267,11.1,0.749,0.4,-2.7,-1.1,-2.021,10.9,10.5,0.39,-4.3,-9.7,325.0,untested,blocked
ENA,bybit,Lighter,540,1421,59.2,0.574,0.4,-6.9,-10.7,0.128,10.9,10.5,0.41,-4.6,-10.3,341.7,untested,blocked
FARTCOIN,binance,Lighter,141,1437,59.9,0.926,0.4,-1.2,0.4,0.103,10.9,10.5,0.4,-4.4,-10.0,333.3,untested,blocked
AAVE,bitget,Coinbase,270,1417,59.0,0.555,0.4,-1.2,-7.2,-0.219,10.6,10.5,0.42,-4.7,-10.5,350.0,untested,blocked
DOGE,bitget,Lighter,270,1417,59.0,0.615,0.4,-1.7,-2.4,0.04,10.9,10.5,0.42,-4.7,-10.5,350.0,untested,blocked
JUP,bybit,Lighter,540,1421,59.2,0.734,0.4,-3.2,-1.5,0.076,10.9,10.5,0.41,-4.6,-10.3,341.7,untested,blocked
ETHFI,binance,Lighter,539,1421,59.2,0.717,0.4,-2.7,-1.2,0.115,10.9,10.5,0.4,-4.4,-10.0,333.3,untested,blocked
CRO,bybit,Lighter,144,1433,59.7,0.91,0.4,1.8,0.4,0.285,10.9,10.5,0.41,-4.6,-10.3,341.7,untested,blocked
EIGEN,binance,Lighter,152,1437,59.9,0.852,0.4,-1.6,0.4,0.021,10.9,10.5,0.4,-4.4,-10.0,333.3,untested,blocked
1000PEPE,binance,Lighter,180,1433,59.7,0.594,0.4,-4.0,-8.4,0.094,10.9,10.5,0.4,-4.4,-10.0,333.3,untested,blocked
DASH,binance,Lighter,270,1417,59.0,0.605,0.4,-2.7,-4.9,0.06,10.9,10.5,0.4,-4.4,-10.0,333.3,untested,blocked
DATA,bybit,Lighter,329,1313,54.7,0.776,0.4,-20.0,0.4,2.415,10.9,10.5,0.41,-4.6,-10.3,341.7,untested,blocked
GRAM,binance,Lighter,367,1421,59.2,0.555,0.4,-10.5,-16.4,0.386,10.9,10.5,0.4,-4.4,-10.0,333.3,untested,blocked
HBAR,bybit,Lighter,270,1417,59.0,0.544,0.4,2.8,-8.9,0.058,5.0,10.5,0.41,-4.6,-10.3,341.7,untested,blocked
ICP,bybit,Lighter,270,1417,59.0,0.535,0.4,-4.1,-10.5,0.159,10.9,10.5,0.41,-4.6,-10.3,341.7,untested,blocked
JTO,okx,Lighter,164,1437,59.9,0.827,0.4,-1.3,0.4,0.038,10.9,10.5,0.4,-4.4,-10.0,333.3,untested,blocked
LDO,okx,Lighter,73,1433,59.7,0.869,0.4,-1.3,0.4,0.107,10.9,10.5,0.4,-4.4,-10.0,333.3,untested,blocked
PENG,bybit,BingX,98,777,32.4,0.516,0.4,2.7,-10.9,-0.268,0.0,10.9,0.41,-4.6,-10.3,410.4,untested,reachable
SKHYNIX,okx,BingX,164,777,32.4,0.505,0.4,-10.9,-21.9,2.235,0.0,11.2,0.4,-4.4,-10.0,342.6,untested,reachable
AMZN,binance,WhiteBIT,270,1417,59.0,0.508,0.4,1.2,-10.9,0.39,0.0,10.9,0.4,-4.5,-10.0,359.4,untested,reachable
APEX,bybit,Lighter,343,1437,59.9,0.847,0.4,2.6,0.4,-1.343,10.9,10.5,0.41,-4.6,-10.3,341.7,untested,blocked
APT,bitget,Lighter,270,1417,59.0,0.636,0.4,0.2,-5.8,0.434,10.9,10.5,0.42,-4.7,-10.5,350.0,untested,blocked
BIO,binance,Lighter,235,1437,59.9,0.791,0.4,-1.6,0.4,0.072,10.9,10.5,0.4,-4.4,-10.0,333.3,untested,blocked
CAP,binance,Lighter,271,1437,59.9,0.943,0.4,35.9,0.4,1.516,10.9,10.5,0.4,-4.4,-10.0,333.3,untested,blocked
CC,okx,Lighter,212,1437,59.9,0.688,0.4,-4.6,-5.9,0.089,10.9,10.5,0.4,-4.4,-10.0,333.3,untested,blocked
CHIP,binance,Lighter,157,1437,59.9,0.882,0.4,-1.1,0.4,-0.078,10.9,10.5,0.4,-4.4,-10.0,333.3,untested,blocked
EDEN,binance,Lighter,360,1437,59.9,0.756,0.4,-12.7,0.4,-0.752,10.9,10.5,0.4,-4.4,-10.0,333.3,untested,blocked
GALA,bybit,Extended,144,1017,42.4,0.582,0.4,14.9,-0.4,-1.179,10.9,10.5,0.41,-4.6,-10.3,341.7,untested,blocked
JST,bitget,MEXC,360,1437,59.9,0.504,0.4,2.7,-8.5,-0.191,-11.8,-13.4,0.42,-4.7,-10.5,350.0,untested,blocked
KAITO,binance,Lighter,164,1437,59.9,0.895,0.4,-1.7,0.4,-0.172,10.9,10.5,0.4,-4.4,-10.0,333.3,untested,blocked
LINEA,binance,Lighter,183,1437,59.9,0.914,0.4,0.2,0.4,0.079,10.9,10.5,0.4,-4.4,-10.0,333.3,untested,blocked
MET,binance,Lighter,185,1437,59.9,0.91,0.4,2.3,0.4,-0.094,10.9,10.5,0.4,-4.4,-10.0,333.3,untested,blocked
LTC,Orderly,bybit,270,1417,59.0,0.509,0.3,1.1,-4.6,0.014,3.6,4.8,0.41,-4.7,-10.4,564.7,reachable,untested
ADA,bybit,BitMEX,270,381,15.9,0.514,0.3,7.0,0.0,-0.872,8.4,2.6,0.41,-4.7,-10.4,455.6,untested,reachable
H,binance,LBank,298,801,33.4,0.599,0.3,0.6,-0.0,0.041,58.9,58.3,0.4,-4.5,-10.1,419.3,untested,blocked
AAPL,binance,Bitunix,275,1417,59.0,0.525,0.3,-13.8,-40.4,-0.541,0.0,1.2,0.4,-4.5,-10.1,445.2,untested,blocked
AERO,bitget,BingX,540,1421,59.2,0.504,0.2,0.2,-0.9,0.266,10.9,-1.8,0.42,-4.9,-10.7,700.0,untested,reachable
